Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedHouseVal
-114.4109,34.1055,12,1884,414.0,1989,703,15.0,5.0
-120.3323,32.8294,30,3182,750.0,2376,472,7.6789,5.0
-117.5847,38.1115,47,1574,1072.0,718,56,14.9467,5.0
-122.8167,36.2811,28,4982,125.0,3,682,11.8404,5.0
-118.0358,34.6914,24,1372,239.0,969,735,5.8561,5.0
-121.0735,38.8511,45,2918,1182.0,1288,482,6.8821,5.0
-115.5694,37.4743,49,5859,459.0,1618,165,8.2608,5.0
-123.0398,38.323,51,3010,503.0,1043,615,10.0672,5.0
-122.7622,41.2631,5,1726,605.0,1347,779,13.7726,5.0
-117.8843,40.6673,21,3482,843.0,1510,1,9.1307,5.0
-118.7519,34.181,45,3927,919.0,322,650,13.3748,10.1076
-118.1242,33.1078,9,3785,571.0,2670,18,5.6119,5.0
-118.3992,38.6431,51,430,444.0,621,521,3.3489,5.0
-123.9312,32.5962,41,3012,530.0,1590,963,8.6498,5.0
-118.3563,34.4875,37,243,627.0,2161,524,11.4262,5.0
-119.9679,41.2149,36,5000,915.0,859,627,8.5768,5.0
-122.4162,36.2099,7,2841,579.0,1409,415,6.8355,5.0
-116.0577,39.4533,27,2212,1061.0,2549,498,11.2828,5.0
-116.9826,38.7559,52,3552,294.0,1210,1123,15.0,5.0
-117.7879,33.5628,20,3334,692.0,2139,854,9.3865,5.0
-120.218,39.5716,42,1355,1043.0,1611,417,7.5486,5.0
-122.7941,39.649,32,4679,909.0,1567,399,7.2396,5.0
-124.398,32.6364,11,2470,635.0,1910,505,15.0,5.0
-115.61,41.593,16,677,287.0,1246,1082,9.5961,5.0
-119.6552,33.479,51,4415,336.0,1261,555,12.058,5.0
-119.5094,37.0131,8,4573,495.0,2081,795,14.9165,5.0
-121.4207,37.0737,5,4244,629.0,1591,403,14.1892,5.0
-120.1826,36.9694,7,3408,469.0,1757,163,7.0483,5.0
-118.0784,41.9352,7,1702,123.0,572,851,13.6001,5.0
-119.937,34.15,28,3869,329.0,1420,480,13.0764,5.0
-116.1178,40.174,1,4962,688.0,2257,292,11.5502,5.0
-122.4574,40.8496,52,3724,779.0,2038,316,13.8576,5.0
-123.1608,33.8724,31,4657,139.0,1650,322,7.9967,5.0
-115.7845,32.5245,37,1840,436.0,1047,339,9.4825,5.0
-122.4037,34.9557,22,3968,61.0,981,92,8.0997,5.0
-121.2889,32.9197,23,3871,379.0,1716,818,12.6908,5.0
-116.9394,33.1429,5,992,1554.0,2403,601,7.7438,5.0
-124.1094,40.368,18,830,558.0,1440,758,11.1689,5.0
-119.1558,32.7462,26,1906,441.0,2323,409,6.6363,5.0
-121.1441,35.022,5,2857,371.0,1201,592,9.3257,5.0
-114.9291,33.2329,46,3299,194.0,2251,544,8.5748,5.0
-119.0799,33.8444,26,2493,8.0,711,811,9.3511,5.0
-119.2052,37.6466,5,2684,528.0,1541,716,10.1959,5.0
-117.8908,41.1298,16,2627,461.0,664,595,9.1259,5.0
-116.3159,40.7766,34,2866,963.0,1872,328,9.0129,5.0
-121.451,33.5771,36,3456,72.0,1811,182,4.7156,5.0
-124.1524,40.4069,9,3351,665.0,747,288,14.3295,5.0
-118.4484,40.7496,19,2697,924.0,890,332,7.825,9.3646
-119.8851,34.865,27,3070,2.0,1101,357,8.9335,5.0
-122.2625,34.4712,43,2226,,370,173,7.2856,5.0
-117.1364,35.9699,18,3710,79.0,763,939,13.8072,9.3756
-116.9828,39.9011,36,2163,690.0,806,571,7.092,5.0
-114.5049,41.9189,15,4715,963.0,1958,1,11.6113,5.0
-114.8395,37.6276,30,2735,539.0,2378,211,14.7004,5.0
-122.0258,36.3491,1,3089,622.0,1100,146,15.0,5.0
-120.5132,35.937,30,1859,341.0,1209,563,14.7515,5.0
-116.8586,36.7652,31,2353,623.0,1560,782,12.0892,5.0
-124.2146,34.8179,43,2959,864.0,1046,239,6.4012,5.0
-116.0894,39.1989,24,2786,488.0,1216,664,15.0,5.0
-117.7763,38.0313,8,2024,500.0,1996,427,14.754,5.0
-121.2903,35.8093,36,1381,652.0,1572,804,13.0548,5.0
-115.5278,39.1977,40,2811,776.0,1351,861,12.8971,5.0
-119.6921,39.9184,10,2947,72.0,1010,582,10.0063,5.0
-122.0003,34.2735,46,3418,557.0,2439,690,8.1379,5.0
-116.2011,36.2031,52,4249,344.0,982,499,14.2207,5.0
-115.1491,38.4265,22,2392,682.0,1495,401,15.0,5.0
-122.9271,39.5875,2,388,837.0,689,193,6.7819,5.0
-114.8473,33.127,38,2594,629.0,995,586,13.421,5.0
-122.7014,33.508,11,565,910.0,1477,481,10.6295,5.0
-117.466,39.8904,6,1232,256.0,1135,399,13.2981,5.0
-119.4357,39.7119,34,3992,423.0,1784,480,10.7408,5.0
-115.5999,34.5013,37,3440,257.0,1458,451,14.3891,5.0
-114.3895,36.1962,7,1997,557.0,444,226,13.9652,5.0
-123.3751,38.9753,6,2008,568.0,3,361,13.3111,5.0
-119.8015,37.332,14,2659,483.0,2106,801,6.0383,5.0
-115.6655,39.9228,15,672,193.0,1002,439,13.0233,5.0
-120.3085,34.4597,27,3338,518.0,2445,868,9.9447,5.0
-122.6639,36.4939,1,2349,415.0,1420,196,6.6007,5.0
-119.5165,35.6239,40,4960,713.0,876,143,12.511,5.0
-123.9564,40.4534,38,1502,463.0,1800,534,6.071,5.0
-122.6079,35.6375,45,3963,873.0,1221,705,13.3612,5.0
-115.785,39.4056,44,1953,606.0,1419,327,15.0,8.0082
-115.9663,36.6424,17,3983,8.0,760,665,8.2137,5.0
-116.2628,34.2173,31,1598,491.0,1856,746,13.4828,5.0
-123.7953,38.4623,35,3642,131.0,2176,783,11.4552,5.0
-117.812,34.0174,35,2241,818.0,1043,471,12.2801,5.0
-119.819,33.6194,2,1782,951.0,2657,486,6.1189,8.9619
-117.6615,40.6592,40,2587,533.0,1012,65,12.1096,5.0
-120.9625,41.0152,47,3335,667.0,1584,506,10.2655,5.0
-121.4133,35.8066,17,3250,126.0,266,574,12.6745,5.0
-115.0322,35.9666,35,4652,2.0,65,872,9.8321,5.0
-117.43,38.2351,10,3748,381.0,2879,165,14.3501,5.0
-118.0178,38.372,47,6,467.0,2405,277,10.7879,8.7501
-119.2385,38.06,9,2289,107.0,2212,236,12.421,5.0
-121.4102,35.0322,11,387,566.0,223,737,15.0,10.7288
-119.9571,40.0011,17,2309,630.0,1568,1,10.4552,5.0
-115.4014,35.3671,26,3512,725.0,1703,215,13.8608,5.0
-115.8146,40.7828,26,1170,984.0,1465,1043,10.6246,5.0
-123.3932,41.4598,39,1357,772.0,1617,673,11.7703,5.0
-116.4548,35.0821,39,2940,435.0,767,150,8.1831,5.0
-117.6361,38.2492,2,2423,571.0,1297,484,12.8536,5.0
-117.7937,39.1991,19,4660,713.0,612,723,15.0,5.0
-121.1638,34.6696,44,3153,241.0,1165,645,9.5536,5.0
-114.9079,41.6666,16,3404,921.0,1669,442,12.9401,5.0
-118.6904,36.7405,37,4859,799.0,862,292,11.4036,5.0
-115.8762,37.3621,18,2169,476.0,1215,719,6.7078,5.0
-123.5623,35.8312,41,2766,358.0,1107,498,11.1111,5.0
-119.3024,36.2723,32,1582,1631.0,1419,713,15.0,5.0
-121.9719,33.3377,9,3077,782.0,2052,604,8.3166,5.0
-120.2428,41.4101,22,4006,810.0,1574,377,5.3153,5.0
-121.0503,40.8372,41,4405,1056.0,1685,879,10.5602,5.0
-118.7707,39.807,9,2726,822.0,401,369,7.8806,5.0
-123.0606,41.9836,30,1919,601.0,1155,613,15.0,5.0
-119.8918,40.7414,52,1853,743.0,1980,334,9.7051,5.0
-121.1408,38.3565,8,1102,279.0,806,439,9.828,5.0
-117.4984,32.7316,23,2915,746.0,1105,434,7.9253,5.0
-121.8938,41.6141,7,4396,100.0,730,326,10.7323,5.0
-120.9276,39.9051,35,6,663.0,2340,562,8.1067,5.0
-121.7799,37.5402,45,167,701.0,1091,844,7.2156,5.0
-114.9125,37.2676,33,4448,95.0,898,988,9.639,5.0
-123.4323,38.4829,21,845,1092.0,1839,877,7.4498,5.0
-122.5034,39.4046,4,3168,212.0,2176,455,15.0,5.0
-115.5497,37.7127,15,1265,841.0,1753,883,6.5924,5.0
-120.6169,35.8558,45,3709,390.0,2093,610,9.6051,5.0
-116.8248,33.2432,20,3710,631.0,1555,972,7.7729,5.0
-123.5993,36.2817,3,2975,354.0,1317,169,6.1273,5.0
-122.9731,33.4008,36,3762,1257.0,1099,889,15.0,5.0
-118.3086,36.1168,12,2834,838.0,1051,343,4.7818,5.0
-122.7313,40.7995,8,3450,1062.0,989,804,15.0,5.0
-121.9567,40.1027,1,4959,768.0,1664,378,6.0642,5.0
-120.7153,37.3306,9,4091,743.0,1327,739,10.1629,5.0
-118.1032,39.0711,50,1987,587.0,1467,426,15.0,5.0
-122.7295,36.5684,34,1814,476.0,1829,7,4.743,5.0
-123.7419,37.8274,51,2491,719.0,1368,246,6.1494,5.0
-120.4497,40.9312,47,2503,590.0,448,437,15.0,5.0
-117.5882,41.5818,51,2863,,853,506,10.4567,5.0
-116.2444,35.159,35,2054,150.0,623,1,8.168,5.0
-118.6718,39.7897,2,3560,457.0,73,186,9.7456,5.0
-121.143,36.1251,50,2824,719.0,1479,308,7.0754,5.0
-115.051,36.8004,24,3212,410.0,567,445,10.2761,5.0
-121.2384,36.3082,15,2788,645.0,509,558,15.0,5.0
-116.6469,34.0411,40,3517,505.0,652,285,8.641,5.0
-116.7095,34.6558,19,1347,250.0,2016,102,10.3355,5.0
-117.7261,40.8302,19,4676,287.0,1188,579,14.8911,5.0
-119.0497,37.9591,20,3197,333.0,2104,413,15.0,5.0
-122.2885,33.9948,15,3321,463.0,1342,733,8.0533,5.0
-118.6683,41.8611,19,3515,471.0,1100,362,10.9245,5.0
-124.3076,39.8909,20,4080,867.0,1800,669,8.1235,5.0
-114.802,39.7519,14,3667,235.0,1822,267,7.899,5.0
-119.0991,37.6593,40,3069,2.0,1485,570,8.5897,5.0
-119.5639,38.2024,42,2567,743.0,679,524,7.9317,5.0
-114.8099,33.8803,30,814,416.0,1085,618,5.4419,5.0
-115.7625,34.215,15,3043,512.0,578,255,4.9789,5.0
-121.4198,38.8116,25,2412,1278.0,1224,468,7.6693,5.0
-114.9613,38.8454,22,2411,967.0,1469,278,10.3105,5.0
-115.182,36.2651,24,5671,716.0,2441,458,14.9458,5.0
-122.6975,40.2465,25,558,819.0,2392,663,8.2151,5.0
-120.0547,34.6431,13,2855,582.0,1877,1282,9.3043,5.0
-120.4998,34.001,52,4243,823.0,2071,509,12.3598,5.0
-118.7667,33.0726,36,3942,372.0,1564,687,12.701,5.0
-117.8126,41.3674,18,4277,343.0,3342,530,9.4739,5.0
-120.3124,37.5255,19,1269,414.0,2471,797,9.6754,5.0
-117.6991,37.9817,36,1638,1001.0,3253,621,15.0,5.0
-118.1189,38.7056,35,3533,995.0,1670,774,8.786,5.0
-119.3493,33.6324,18,2436,374.0,1691,593,8.33,5.0
-124.1245,40.8615,18,4845,882.0,2139,1128,5.6426,5.0
-121.7397,41.7828,42,3067,502.0,1534,861,11.4309,5.0
